"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-131.635658708791	267.409248452064	96.5797115476796	8.85174235451892e-22
"OU1"	3	-83.860435154602	173.999940076646	3.17040317226136	0.170060071548289
"OUM"	4	-81.1794743345451	170.829536904384	0	0.829939928451711
