"np"	"lnLik"	"AICc"	"dAICc"	"AICcwt"
"BM1"	2	-74.4114525919974	152.960836218478	16.4040984629104	0.00013842604637653
"OU1"	3	-65.1388339940626	136.556737755567	0	0.505036232543314
"OUM"	4	-64.0635000797804	136.597588394855	0.0408506392877257	0.494825341410309
